,Unnamed: 0,Company,2022_Valuation,2023_Valuation,2024_Valuation,Date Joined,Country,City,Industry,Select Investors,Overall_Growth,CAGR (%),Lat,Lng
270,270,Wildlife Studios,3.0,3.0,3.0,12/5/2019,Brazil,Sao Paulo,Other,"Benchmark, Bessemer Venture Partners",0.0,0.0,-24.0079003,-46.8262692
271,271,ApplyBoard,3.2,3.2,3.2,5/5/2020,Canada,Kitchener,Edtech,"Artiman Ventures, Plug and Play Ventures, Anthos Capital",0.0,0.0,43.3538756,-80.5734577
272,272,Forter,3.0,3.0,3.0,11/19/2020,United States,New York,Cybersecurity,"Sequoia Capital Israel, Scale Venture Partners, Commerce Ventures",0.0,0.0,40.476578,-74.258843
273,273,Calendly,3.0,3.0,3.0,1/26/2021,United States,Atlanta,Internet software & services,"ICONIQ Capital, OpenView Venture Partners",0.0,0.0,33.647808,-84.551068
274,274,BlockFi,3.0,3.0,3.0,3/11/2021,United States,Jersey City,Fintech,"ConsenSys Ventures, Valar Ventures, PUC",0.0,0.0,40.661622,-74.1166865
275,275,ActiveCampaign,3.0,3.0,3.0,4/21/2021,United States,Chicago,Internet software & services,"Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management",0.0,0.0,41.644531,-87.9400876
276,276,CMR Surgical,3.0,3.0,3.0,9/17/2019,United Kingdom,Cambridge,Health,"Cambridge Innovation Capital, LGT Capital Partners, Escala Capital",0.0,0.0,52.1579417,0.0686389
277,277,Lucid Software,3.0,3.0,3.0,6/29/2021,United States,South Jordan,Internet software & services,"Spectrum Equity, ICONIQ Capital, Grayhawk Capital",0.0,0.0,40.519565,-112.0947191
278,278,Age of Learning,3.0,3.0,3.0,5/3/2016,United States,Glendale,Edtech,Iconiq Capital,0.0,0.0,34.118761,-118.3078696
279,279,Carbon Health,3.0,3.0,3.0,7/21/2021,United States,San Francisco,Health,"Brookfield Asset Management, Blackstone, Data Collective",0.0,0.0,37.6403143,-123.173825
280,280,Contentful,3.0,3.0,3.0,7/28/2021,Germany,Berlin,Internet software & services,"Balderton Capital, General Catalyst, Tiger Global Management",0.0,0.0,52.3382448,13.088345
281,281,LaunchDarkly,3.0,3.0,3.0,8/10/2021,United States,Oakland,Internet software & services,"Uncork Capital, Threshold Ventures, Bloomberg Beta",0.0,0.0,37.6336763,-122.355881
282,282,Seismic,3.0,3.0,3.0,12/18/2018,United States,San Diego,Internet software & services,"Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners",0.0,0.0,32.5347979,-117.3098161
283,283,Grafana Labs,3.0,4.93,4.93,3/25/2021,United States,New York,Internet software & services,"Lightspeed Venture Partners, Lead Edge Capital, Coatue Management",1.93,28.19,40.476578,-74.258843
284,284,Sky Mavis,3.0,3.0,3.0,10/4/2021,Vietnam,Ho Chi Minh City,Internet software & services,"Fabric Ventures, 500 Global, Standard Crypto",0.0,0.0,10.1399458,106.3567007
285,285,Outschool,3.0,3.0,3.0,4/14/2021,United States,San Francisco,Edtech,"Uniion Square Ventures, Tiger Global Management, Lightspeed Venture Capital",0.0,0.0,37.6403143,-123.173825
286,286,TradingView,3.0,3.0,3.0,10/14/2021,United States,Westerville,Fintech,"Tiger Global Management, Insight Partners, Jump Capital",0.0,0.0,40.0889806,-82.9715833
287,287,Groww,3.0,3.0,3.0,4/7/2021,India,Bengaluru,Fintech,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",0.0,0.0,12.8167936,77.430082
288,288,Podium,3.0,3.0,3.0,4/7/2020,United States,Lehi,Internet software & services,"Accel, Summit Partners, Google Ventures",0.0,0.0,40.3559477,-111.9449447
289,289,Via,3.3,3.5,3.5,3/30/2020,United States,New York,Auto & transportation,"83North, RiverPark Ventures, Pitango Venture Capital",0.2,2.99,40.476578,-74.258843
290,290,Anchorage Digital,3.0,3.0,3.0,12/15/2021,United States,San Francisco,Fintech,"Andreessen Horowitz, Blockchain Capital, Lux Capital",0.0,0.0,37.6403143,-123.173825
291,291,Inxeption,3.0,3.0,3.0,1/13/2022,United States,San Francisco,Fintech,"Coatue Management, BMO Capital, Schonfeld Strategic Advisors",0.0,0.0,37.6403143,-123.173825
292,292,Lattice,3.0,3.0,3.0,3/23/2021,United States,San Francisco,Internet software & services,"Khosla Ventures, Thrive Capital, Y Combinator",0.0,0.0,37.6403143,-123.173825
293,293,Flutterwave,3.0,3.0,3.0,3/9/2021,United States,San Francisco,Fintech,"Green Visor Capital, CRE Venture Capital, Greycroft",0.0,0.0,37.6403143,-123.173825
294,294,Amber Group,3.0,3.0,3.0,6/21/2021,Hong Kong,Fintech,"Tiger Global Management, Tiger Brokers, DCM Ventures",,0.0,0.0,,
295,295,Cross River Bank,3.0,3.0,3.0,2/11/2022,United States,Fort Lee,Fintech,"Battery Ventures, Andreessen Horowitz, Ribbit Capital",0.0,0.0,40.8276,-73.991325
296,296,Remote,3.0,3.0,3.0,7/13/2021,United States,San Francisco,Fintech,"Index Ventures, Sequoia Capital, General Catalyst",0.0,0.0,37.6403143,-123.173825
297,297,Sentry,3.0,3.0,3.0,2/18/2021,United States,San Francisco,Other,"New Enterprise Associates, Accel, Bond",0.0,0.0,37.6403143,-123.173825
298,298,Kraken,2.92,2.92,2.92,6/25/2019,United States,San Francisco,Fintech,"Bnk To The Future, Trammell Ventures, SBI Investment",0.0,0.0,37.6403143,-123.173825
299,299,OpenAI,2.92,29.0,80.0,7/22/2019,United States,San Francisco,Artificial intelligence,Khosla Ventures,77.08,423.42,37.6403143,-123.173825
300,300,Workrise,2.9,2.9,2.9,9/30/2019,United States,Austin,Internet software & services,"Founders Fund, Quantum Energy Partners, Bedrock Capital",0.0,0.0,30.0985133,-97.9367663
301,301,Loft,2.9,2.9,1.46,1/3/2020,Brazil,Sao Paulo,E-commerce & direct-to-consumer,"Monashees+, Andreessen Horowitz, QED Investors",-1.44,-29.05,-24.0079003,-46.8262692
302,302,BharatPe,2.85,2.85,2.85,7/30/2021,India,New Delhi,Fintech,"Insight Partners, Sequoia Capital India, BEENEXT",0.0,0.0,28.4812209,77.0503708
303,303,DriveWealth,2.85,2.85,2.85,8/20/2021,United States,Chatham,Fintech,"Point72 Ventures, Route 66 Ventures, Accel",0.0,0.0,36.8034423,-79.4099992
304,304,Flink,2.85,1.07,1.07,12/1/2021,Germany,Berlin,E-commerce & direct-to-consumer,"Mubadala Capital, Bond, Prosus Ventures",-1.78,-38.73,52.3382448,13.088345
305,305,Alan,2.85,2.85,2.85,4/19/2021,France,Paris,Fintech,"Index Ventures, Temasek, Portag3 Ventures",0.0,0.0,48.8155755,2.224122
306,306,Meicai,2.8,2.8,2.8,6/22/2016,China,Beijing,Mobile & telecommunications,"Tiger Global Management, Blue Lake Capital, ZhenFund",0.0,0.0,39.7457136,116.2312972
307,307,Zipline,2.8,4.2,4.2,5/20/2019,United States,South San Francisco,"Supply chain, logistics, & delivery","Sequoia Capital, Baillie Gifford & Co., Google Ventures",1.4,22.47,37.6343795,-122.471735
308,308,Graphcore,2.77,2.77,2.77,12/18/2018,United Kingdom,Bristol,Artificial intelligence,"Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners",0.0,0.0,51.3972838,-2.7183704
309,309,Illumio,2.75,2.75,2.75,4/14/2015,United States,Sunnyvale,Cybersecurity,"Data Collective, Formation 8, General Catalyst Partners",0.0,0.0,37.3302233,-122.0651995
310,310,MasterClass,2.75,2.75,2.75,5/13/2021,United States,San Francisco,Edtech,"Institutional Venture Partners, New Enterprise Associates, Javelin Venture Partners",0.0,0.0,37.6403143,-123.173825
311,311,Dream Games,2.75,2.75,2.75,6/30/2021,Turkey,Istanbul,Mobile & telecommunications,"Makers Fund, Index Ventures, Inova Ventures Participacees",0.0,0.0,40.846381,28.8158715
312,312,Transmit Security,2.74,2.74,2.74,6/22/2021,Israel,Tel Aviv,Cybersecurity,"General Atlantic, Insight Partners, Vintage Investment Partners",0.0,0.0,32.0293437,34.739131
313,313,Hozon Auto,3.95,3.95,3.95,2/22/2022,China,Shanghai,Auto & transportation,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",0.0,0.0,31.0723437,121.3091024
314,314,Tradeshift,2.7,2.7,2.7,5/30/2018,United States,San Francisco,Fintech,"Notion Capital, Scentan Ventures, Kite Ventures",0.0,0.0,37.6403143,-123.173825
315,315,Nextiva,2.7,2.7,2.7,9/14/2021,United States,Scottsdale,Internet software & services,Goldman Sachs Asset Management,0.0,0.0,33.4476308,-111.9609326
316,316,Tridge,2.7,2.7,2.7,8/24/2022,South Korea,Seoul,Internet software & services,"Forest Partners, Softbank Ventures Asia",0.0,0.0,37.4285424,126.7644328
317,317,o9 Solutions,2.7,2.7,3.7,4/28/2020,United States,Dallas,Artificial intelligence,KKR,1.0,17.06,32.613216,-97.000482
318,318,BackBase,2.66,2.66,2.66,6/9/2022,Netherlands,Amsterdam,Fintech,Motive Partners,0.0,0.0,52.2781742,4.7287776
319,319,ManoMano,2.6,2.6,2.6,7/5/2021,France,Paris,E-commerce & direct-to-consumer,"General Atlantic, Piton Capital, Partech Partners",0.0,0.0,48.8155755,2.224122
320,320,Sourcegraph,2.62,2.62,2.62,7/13/2021,United States,San Francisco,Internet software & services,"Redpoint Ventures, Goldcrest Capital, Insight Partners",0.0,0.0,37.6403143,-123.173825
321,321,Pendo,2.6,2.6,2.6,10/17/2019,United States,Raleigh,Internet software & services,"Contour Venture Partners, Battery Ventures, Core Capital Partners",0.0,0.0,35.7082575,-78.8189744
322,322,Plume,2.6,2.6,2.6,2/23/2021,United States,Palo Alto,Internet software & services,"Insight Partners, Jackson Square Ventures, Liberty Gloval Ventures",0.0,0.0,37.2876789,-122.2026647
323,323,Moglix,2.6,2.6,2.6,5/17/2021,Singapore,E-commerce & direct-to-consumer,"Jungle Ventures, Accel, Venture Highway",,0.0,0.0,42.8615701,-90.1773047
324,324,Axonius,2.6,2.6,2.6,3/1/2021,United States,New York,Cybersecurity,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge",0.0,0.0,40.476578,-74.258843
325,325,Xinchao Media,2.0,2.0,2.0,4/9/2018,China,Chengdu,Internet software & services,"JD.com, Baidu, Vision Plus Capital",0.0,0.0,30.09155,102.989623
326,326,JumpCloud,2.62,2.62,2.62,9/13/2021,United States,Louisville,Data management & analytics,"Foundry Group, General Atlantic, BlackRock",0.0,0.0,37.9971,-85.9470644
327,327,Unico,2.6,2.6,2.6,8/3/2021,Brazil,Sao Paulo,Artificial intelligence,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",0.0,0.0,-24.0079003,-46.8262692
328,328,Oura,2.55,2.55,2.55,4/5/2022,Finland,Oulu,Health,"Forerunner Ventures, Lifeline Ventures, MSD Capital",0.0,0.0,64.844412,24.1149326
329,329,Cribl,2.5,2.5,2.5,8/25/2021,United States,San Francisco,Data management & analytics,"Institutional Venture Partners, CRV, Sequoia Capital",0.0,0.0,37.6403143,-123.173825
330,330,Vista Global,2.5,2.5,2.5,8/23/2017,United Arab Emirates,Dubai,Other,Rhone Capital,0.0,0.0,25.1053471,55.1324914
331,331,BYTON,2.5,2.5,2.5,4/20/2018,China,Nanjing,Auto & transportation,"FAW Group, Tencent Holdings, Tus Holdings",0.0,0.0,24.3567811,117.1923949
332,332,Side,2.5,2.5,2.5,3/22/2021,United States,San Francisco,Internet software & services,"Coatue Managemeny, Trinity Ventures, Matrix Partners",0.0,0.0,37.6403143,-123.173825
333,333,Infra.Market,2.5,2.5,2.5,2/25/2021,India,Thane,E-commerce & direct-to-consumer,"Accel, Tiger Global Management, Nexus Venture Partners",0.0,0.0,19.1316484,72.9103803
334,334,Varo Bank,2.5,2.5,2.5,9/9/2021,United States,San Francisco,Fintech,"Warburg Pincus, The Rise Fund, HarbourVest Partners",0.0,0.0,37.6403143,-123.173825
335,335,Cato Networks,2.5,2.5,3.0,11/17/2020,Israel,Tel Aviv,Cybersecurity,"Aspect Ventures, SingTel Innov8, Greylock Partners",0.5,9.54,32.0293437,34.739131
336,336,Aura,2.5,2.5,2.5,6/9/2021,United States,Burlington,Cybersecurity,"Warburg Pincus, General Catalyst",0.0,0.0,44.4459066,-73.2770437
337,337,Vercel,2.5,2.5,2.5,6/23/2021,United States,San Francisco,Internet software & services,"CRV, Accel, Google Ventures",0.0,0.0,37.6403143,-123.173825
338,338,Sysdig,2.5,2.5,2.5,4/28/2021,United States,San Francisco,Cybersecurity,"Accel, Bain Capital Ventures, Insight Partners",0.0,0.0,37.6403143,-123.173825
339,339,Zetwerk,2.68,2.7,2.8,8/20/2021,India,Bengaluru,Internet software & services,"Sequoia Capital India, Kae Capital, Accel",0.12,2.21,12.8167936,77.430082
340,340,Uniphore,2.5,2.5,2.5,2/16/2022,United States,Palo Alto,Artificial Intelligence,"Chiratae Ventures, March Capital Partners, National Grid Partners",0.0,0.0,37.2876789,-122.2026647
341,341,Somatus,2.5,2.5,2.5,2/23/2022,United States,McLean,Health,"The Blue Venture Fund, Flare Capital Partners, Longitude Capital",0.0,0.0,40.30925,-89.17901
342,342,Immutable,2.5,2.5,2.5,3/7/2022,Australia,Sydney,Fintech,"Fabric Ventures, AirTree Ventures, Temasek",0.0,0.0,-34.1732416,150.260825
343,343,A24 Films,2.5,2.5,2.5,3/9/2022,United States,New York,Other,"Stripes Group, Neuberger Berman",0.0,0.0,40.476578,-74.258843
344,344,SiFive,2.5,2.5,2.5,3/16/2022,United States,San Mateo,Hardware,"Sutter Hill Ventures, Osage University Partners, Spark Capital",0.0,0.0,37.5128069,-122.3549066
345,345,Games24x7,2.5,2.5,2.5,3/30/2022,India,Mumbai,Internet software & services,"Tiger Global Management, The Raine Group, Malabar Investments",0.0,0.0,18.9916479,72.776333
346,346,Coda Payments,2.5,2.5,2.5,4/15/2022,Singapore,Fintech,"GIC. Apis Partners, Insight Partners",,0.0,0.0,,
347,347,DriveNets,2.5,2.5,2.5,1/27/2021,Israel,Ra'anana,Internet software & services,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",0.0,0.0,32.1696791,34.8367666
348,348,Hibob,2.45,2.45,2.45,10/12/2021,Israel,Tel Aviv,Internet software & services,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",0.0,0.0,32.0293437,34.739131
349,349,Uala,2.45,2.45,2.45,8/13/2021,Argentina,Buenos Aires,Fintech,"Soros Fund Management, Ribbit Capital, Monashees+",0.0,0.0,-34.705637,-58.5314494
350,350,Mobile Premier League,2.45,2.45,2.45,9/15/2021,India,Bengaluru,Internet software & services,"Sequoia Capital India, RTP Global, Go-Ventures",0.0,0.0,12.8167936,77.430082
351,351,Cgtz,2.41,2.41,2.41,2/21/2017,China,Hangzhou,Fintech,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",0.0,0.0,29.1888286,118.3396948
352,352,Star Charge,2.41,2.41,2.41,5/19/2021,China,Changzhou,Auto & transportation,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",0.0,0.0,31.1530205,119.1348516
353,353,Carbon,2.4,2.4,2.4,8/20/2015,United States,Redwood City,Hardware,"Google Ventures, Sequoia Capital, Wakefield Group",0.0,0.0,37.4471717,-122.2908234
354,354,Paxos,2.4,2.4,2.4,4/29/2021,United States,New York,Fintech,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",0.0,0.0,40.476578,-74.258843
355,355,Exabeam,2.4,2.4,2.4,6/1/2021,United States,Foster City,Cybersecurity,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",0.0,0.0,37.5331185,-122.2878879
356,356,Trumid,2.4,2.4,2.4,7/15/2020,United States,New York,Fintech,"T. Rowe Price, Dragoneer Investment Group, BlackRock",0.0,0.0,40.476578,-74.258843
357,357,ABL Space Systems,2.4,2.4,2.4,3/25/2021,United States,El Segundo,Other,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",0.0,0.0,33.8881822,-118.4986907
358,358,HoneyBook,2.4,2.4,2.4,5/4/2021,United States,San Francisco,Internet software & services,"Norwest Venture Partners, Hillsven Capital, Aleph",0.0,0.0,37.6403143,-123.173825
359,359,Beta Technologies,2.4,2.4,2.4,4/19/2022,United States,South Burlington,Other,"The Rise Fund, Fidelity Investments. RedBird Capital Partners",0.0,0.0,44.4052793,-73.3199662
360,360,Project44,2.62,2.62,2.62,6/1/2021,United States,Chicago,"Supply chain, logistics, & delivery","Emergence Capital Partners, 8VC, Chicago Ventures",0.0,0.0,41.644531,-87.9400876
361,361,Freenome,2.62,2.62,2.62,8/26/2020,United States,South San Francisco,Health,"Andreessen Horowitz, Data Collective, Roche Venture Fund",0.0,0.0,37.6343795,-122.471735
362,362,ManyPets,2.35,2.35,2.35,6/1/2021,United Kingdom,London,Fintech,"Octopus Ventures, Munich Re Ventures, CommerzVentures",0.0,0.0,51.2867601,-0.5103751
363,363,Jobandtalent,2.35,2.35,2.35,12/1/2021,Spain,Madrid,Internet software & services,"Kibo Ventures, SoftBank Group, Atomico",0.0,0.0,40.3119774,-3.8889539
364,364,Biren Technology,2.32,2.32,2.32,8/18/2020,China,Shanghai,Hardware,"V FUND, IDG Capital, Green Pine Capital Partners",0.0,0.0,31.0723437,121.3091024
365,365,Voodoo,2.31,2.31,2.31,8/17/2020,France,Paris,Other,"Tencent Holdings, Goldman Sachs",0.0,0.0,48.8155755,2.224122
366,366,Uptake,2.3,2.3,2.3,10/27/2015,United States,Chicago,Artificial intelligence,"Revolution, New Enterprise Associates, Caterpillar",0.0,0.0,41.644531,-87.9400876
367,367,Motive,2.85,2.85,2.85,4/23/2019,United States,San Francisco,"Supply chain, logistics, & delivery","Google Ventures, Index Ventures, Scale Venture Partners",0.0,0.0,37.6403143,-123.173825
368,368,Skydance Media,2.3,4.0,4.0,2/11/2020,United States,Santa Monica,Other,"RedBird Capital Partners, CJ ENM, Tencent Holdings",1.7,31.88,33.9666583,-118.5534678
369,369,Odoo,2.3,3.43,3.43,7/29/2021,Belgium,Louvain-la-Neuve,Internet software & services,"Summit Partners, Noshaq, Sofinnova Partners",1.13,22.12,50.6590954,4.5956956
370,370,MoMo,2.27,2.27,2.27,12/10/2021,Vietnam,Ho Chi Minh City,Fintech,"Goodwater Capital, Warburg Pincus, GS Growth",0.0,0.0,10.1399458,106.3567007
371,371,Algolia,2.25,2.25,2.25,7/28/2021,United States,San Francisco,Internet software & services,"Accel, Alven Capital, Storm Ventures",0.0,0.0,37.6403143,-123.173825
372,372,Pattern,2.25,2.25,2.25,10/6/2021,United States,Lehi,Internet software & services,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",0.0,0.0,40.3559477,-111.9449447
373,373,Newfront Insurance,2.2,2.2,2.2,4/12/2022,United States,San Francisco,Fintech,"Founders Fund, Meritech Capital Partners, GS Growth",0.0,0.0,37.6403143,-123.173825
374,374,NuCom Group,2.2,2.2,2.2,2/22/2018,Germany,Unterfoehring,Other,General Atlantic,0.0,0.0,48.1733964,11.627706
375,375,MUSINSA,2.2,2.2,2.76,11/11/2019,South Korea,Seoul,E-commerce & direct-to-consumer,Sequoia Capital,0.56,12.01,37.4285424,126.7644328
376,376,Current,2.2,2.2,2.2,4/27/2021,United States,New York,Fintech,"Expa, QED Investors, Foundation Capital",0.0,0.0,40.476578,-74.258843
377,377,Bitso,2.2,2.2,2.2,5/5/2021,Mexico,Mexico City,Fintech,"Pantera Capital, QED Investors, Coinbase Ventures",0.0,0.0,19.0487187,-99.3649242
378,378,Gympass,2.2,2.2,2.4,6/12/2019,United States,New York,Internet software & services,"General Atlantic, SoftBank Group, Atomico",0.2,4.45,40.476578,-74.258843
379,379,Dialpad,2.2,2.2,2.2,10/6/2020,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Google Ventures, Section 32",0.0,0.0,37.6403143,-123.173825
380,380,G7 Networks,2.2,2.2,2.2,2/15/2022,China,Beijing,"Supply chain, logistics, & delivery","Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",0.0,0.0,39.7457136,116.2312972
381,381,BloomReach,2.2,2.2,2.2,2/23/2022,United States,Mountain View,Artificial intelligence,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",0.0,0.0,37.3542156,-122.1175575
382,382,Motif FoodWorks,2.2,2.2,2.2,6/16/2021,United States,Boston,Consumer & retail,"General Atlantic, Breakthrough Energy Ventures, Viking Global Investors",0.0,0.0,42.2279112,-71.1912442
383,383,Accelerant,2.19,2.4,2.4,1/12/2022,United Kingdom,Colchester,Other,"Deer Park Road, Altamont Capital Partners, Eldridge",0.21,4.68,51.7657055,0.6993788
